name,url,type,rank,subscribers,country,language
Corriere della Sera,https://xml2.corriereobjects.it/rss/homepage.xml,rss,3,,it,it
Il Sole 24 Ore,https://www.ilsole24ore.com/rss/italia.xml,rss,4,,it,it
Il Messaggero,https://www.ilmessaggero.it/rss/home.xml,rss,5,,it,it
Il Fatto Quotidiano,https://www.ilfattoquotidiano.it/feed/,rss,6,,it,it
TGCOM24,https://www.tgcom24.mediaset.it/rss/homepage.xml,rss,7,,it,it
Sky TG24,https://tg24.sky.it/rss/tg24.xml,rss,8,,it,it
Libero,https://www.liberoquotidiano.it/rss.xml,rss,9,,it,it
Quotidiano Nazionale,https://www.quotidiano.net/rss,rss,10,,it,it
Open,https://www.open.online/feed/,rss,11,,it,it
La Stampa,https://www.lastampa.it/rss/homepage.xml,rss,12,,it,it
Fanpage via Google News,https://news.google.com/rss/search?q=site%3Afanpage.it&hl=it&gl=IT&ceid=IT:it,rss,13,,it,it
RAI News,https://www.rainews.it/rss.xml,rss,14,,it,it
Today via Google News,https://news.google.com/rss/search?q=site%3Atoday.it&hl=it&gl=IT&ceid=IT:it,rss,15,,it,it
Il Post,https://www.ilpost.it/feed/,rss,16,,it,it
HuffPost Italia,https://www.huffingtonpost.it/feeds/index.xml,rss,17,,it,it
Adnkronos,https://www.adnkronos.com/rss.xml,rss,18,,it,it
Domani via Google News,https://news.google.com/rss/search?q=site%3Aeditorialedomani.it&hl=it&gl=IT&ceid=IT:it,rss,19,,it,it
Agenzia Nova via Google News,https://news.google.com/rss/search?q=site%3Aagenzianova.com&hl=it&gl=IT&ceid=IT:it,rss,20,,it,it
ANSA Economia,https://t.me/s/ansait,telegram_paid,1,943,it,it
la Repubblica,https://t.me/s/repubblica,telegram_paid,2,37500,it,it
Corriere.it,https://t.me/s/corriereit,telegram_paid,3,2,it,it
Il Sole 24 Ore,https://t.me/s/ilsole24ore,telegram_paid,4,,it,it
Il Messaggero,https://t.me/s/messaggero,telegram_paid,5,36,it,it
Il Fatto Quotidiano,https://t.me/s/ilfattoquotidiano,telegram_paid,6,38,it,it
Tgcom24,https://t.me/s/tgcom24,telegram_paid,7,9310,it,it
Today,https://t.me/s/today_it,telegram_paid,8,12,it,it
Adnkronos,https://t.me/s/adnkronos,telegram_paid,9,2400,it,it
Digital-News.it,https://t.me/s/digitalnewsit,telegram_paid,10,733,it,it
Breaking News - Ultimora.net,https://t.me/s/ultimora,telegram_paid,11,123000,it,it
Ultimora 24,https://t.me/s/ultimora24,telegram_paid,12,106000,it,it
Notizie Italia,https://t.me/s/notizieitalia,telegram_paid,13,30700,it,it
Factanza,https://t.me/s/factanza,telegram_paid,14,19400,it,it
Pagella Politica,https://t.me/s/pagellapolitica,telegram_paid,15,7340,it,it
The Vision,https://t.me/s/thevisioncom,telegram_paid,16,750,it,it
L Indipendente,https://t.me/s/lindipendente,telegram_paid,17,35200,it,it
Byoblu,https://t.me/s/byobluofficial,telegram_paid,18,87300,it,it
Rainews,https://t.me/s/rainews_it,telegram_paid,19,73,it,it
Open Online,https://t.me/s/openonline_it,telegram_paid,20,33,it,it
BELTA,https://belta.by/rss,rss,1,,by,be
Onliner,https://people.onliner.by/feed,rss,2,,by,be
Reform.news,https://reform.news/feed,rss,3,,by,be
Radio Svaboda,https://www.svaboda.org/api/,rss,4,,by,be
Dev.by,https://devby.io/rss,rss,5,,by,be
CityDog,https://citydog.io/rss,rss,6,,by,be
Minsk News,https://minsknews.by/feed/,rss,7,,by,be
Myfin,https://myfin.by/rss,rss,8,,by,be
SB Belarus Segodnya,https://www.sb.by/rss/,rss,9,,by,be
Zerkalo.io,https://news.zerkalo.io/rss.xml,rss,10,,by,be
Nasha Niva,https://nashaniva.com/?c=ar&i=feed,rss,11,,by,be
Euroradio via Google News,https://news.google.com/rss/search?q=site%3Aeuroradio.fm&hl=ru&gl=BY&ceid=BY:ru,rss,12,,by,be
Belsat,https://belsat.eu/feed,rss,13,,by,be
Charter97,https://charter97.org/ru/rss/,rss,14,,by,be
Mediazona Belarus via Google News,https://news.google.com/rss/search?q=site%3Amediazonaby.com&hl=ru&gl=BY&ceid=BY:ru,rss,15,,by,be
Pozirk,https://pozirk.online/feed/,rss,16,,by,be
Office Life via Google News,https://news.google.com/rss/search?q=site%3Aofficelife.media&hl=ru&gl=BY&ceid=BY:ru,rss,17,,by,be
Smartpress,https://smartpress.by/rss/,rss,18,,by,be
Tochka.by,https://tochka.by/rss/,rss,19,,by,be
Mlyn.by via Google News,https://news.google.com/rss/search?q=site%3Amlyn.by&hl=ru&gl=BY&ceid=BY:ru,rss,20,,by,be
NEXTA,https://t.me/s/nexta_tv,telegram_paid,1,106000,by,be
NEXTA Live,https://t.me/s/nexta_live,telegram_paid,2,764000,by,be
Belamova,https://t.me/s/belamova,telegram_paid,3,39000,by,be
Motolko Help,https://t.me/s/motolkohelp,telegram_paid,4,23900,by,be
REFORM.news,https://t.me/s/reformby,telegram_paid,5,2580,by,be
Zerkalo,https://t.me/s/zerkalo_io,telegram_paid,6,108000,by,be
Belsat,https://t.me/s/belsat,telegram_paid,7,15000,by,be
Euroradio,https://t.me/s/euroradio,telegram_paid,8,8520,by,be
Radio Svaboda,https://t.me/s/radiosvaboda,telegram_paid,9,13500,by,be
Nasha Niva,https://t.me/s/nashaniva,telegram_paid,10,22700,by,be
Onliner,https://t.me/s/onlinerby,telegram_paid,11,149000,by,be
dev.by,https://t.me/s/devby,telegram_paid,12,25600,by,be
KYKY,https://t.me/s/kyky_org,telegram_paid,13,8580,by,be
CityDog,https://t.me/s/citydogby,telegram_paid,14,4530,by,be
BELTA,https://t.me/s/belta_telegramm,telegram_paid,15,81200,by,be
CTV Belarus,https://t.me/s/minskctvby,telegram_paid,16,9390,by,be
Pul Pervogo,https://t.me/s/pul_1,telegram_paid,17,248000,by,be
MLYN.by,https://t.me/s/mlynby,telegram_paid,18,19300,by,be
Charter97,https://t.me/s/charter97_org,telegram_paid,19,29500,by,be
Mediazona Belarus,https://t.me/s/mediazona_by,telegram_paid,20,4770,by,be
BBC News,https://feeds.bbci.co.uk/news/rss.xml,rss,1,,gb,en
BBC UK,https://feeds.bbci.co.uk/news/uk/rss.xml,rss,2,,gb,en
Sky News,https://feeds.skynews.com/feeds/rss/home.xml,rss,3,,gb,en
The Guardian UK,https://www.theguardian.com/uk/rss,rss,4,,gb,en
The Guardian World,https://www.theguardian.com/world/rss,rss,5,,gb,en
The Independent UK,https://www.independent.co.uk/news/uk/rss,rss,6,,gb,en
Daily Mail News,https://www.dailymail.co.uk/news/index.rss,rss,7,,gb,en
Mirror News,https://www.mirror.co.uk/news/?service=rss,rss,8,,gb,en
Metro News,https://metro.co.uk/news/feed/,rss,9,,gb,en
Evening Standard,https://www.standard.co.uk/rss,rss,10,,gb,en
The Sun News,https://www.thesun.co.uk/news/feed/,rss,11,,gb,en
Express News,https://www.express.co.uk/posts/rss/1/news,rss,12,,gb,en
Financial Times UK,https://www.ft.com/rss/uk,rss,13,,gb,en
The Economist,https://www.economist.com/latest/rss.xml,rss,14,,gb,en
Reuters UK via Google News,https://news.google.com/rss/search?q=site:reuters.com/world/uk&hl=en-GB&gl=GB&ceid=GB:en,rss,15,,gb,en
The Times via Google News,https://news.google.com/rss/search?q=site:thetimes.co.uk&hl=en-GB&gl=GB&ceid=GB:en,rss,16,,gb,en
The Telegraph via Google News,https://news.google.com/rss/search?q=site:telegraph.co.uk&hl=en-GB&gl=GB&ceid=GB:en,rss,17,,gb,en
ITV News via Google News,https://news.google.com/rss/search?q=site:itv.com/news&hl=en-GB&gl=GB&ceid=GB:en,rss,18,,gb,en
GB News via Google News,https://news.google.com/rss/search?q=site:gbnews.com&hl=en-GB&gl=GB&ceid=GB:en,rss,19,,gb,en
PA Media via Google News,https://news.google.com/rss/search?q=site:pa.media&hl=en-GB&gl=GB&ceid=GB:en,rss,20,,gb,en
World News,https://t.me/s/worldnews,telegram_paid,1,,gb,en
Euronews,https://t.me/s/euronews,telegram_paid,2,,gb,en
Insider Paper,https://t.me/s/insiderpaper,telegram_paid,3,,gb,en
Disclose.tv,https://t.me/s/disclosetv,telegram_paid,4,,gb,en
Middle East Spectator,https://t.me/s/Middle_East_Spectator,telegram_paid,5,,gb,en
DD Geopolitics,https://t.me/s/DDGeopolitics,telegram_paid,6,,gb,en
The Islander,https://t.me/s/TheIslanderNews,telegram_paid,7,,gb,en
InfoDefense English,https://t.me/s/infodefENGLAND,telegram_paid,8,,gb,en
SGT News Network,https://t.me/s/SGTnewsNetwork,telegram_paid,9,,gb,en
Epoch Times,https://t.me/s/EpochTimes,telegram_paid,10,,gb,en
Breaking911,https://t.me/s/Breaking911,telegram_paid,11,,gb,en
Police Frequency,https://t.me/s/police_frequency,telegram_paid,12,,gb,en
TRT World,https://t.me/s/trtworld,telegram_paid,13,,gb,en
The Cradle,https://t.me/s/TheCradleMedia,telegram_paid,14,,gb,en
Watcher.Guru,https://t.me/s/WatcherGuru,telegram_paid,15,,gb,en
Financial Juice,https://t.me/s/financialjuice,telegram_paid,16,,gb,en
SCMP News,https://t.me/s/SCMPNews,telegram_paid,17,,gb,en
Newsmax,https://t.me/s/newsmax,telegram_paid,18,,gb,en
France 24 English,https://t.me/s/France24_en,telegram_paid,19,,gb,en
PressTV,https://t.me/s/pressTV,telegram_paid,20,,gb,en
RIA Novosti,https://ria.ru/export/rss2/index.xml,rss,1,,ru,ru
TASS,https://tass.ru/rss/v2.xml,rss,2,,ru,ru
Interfax,https://www.interfax.ru/rss.asp,rss,3,,ru,ru
Kommersant,https://www.kommersant.ru/RSS/news.xml,rss,4,,ru,ru
RBC,https://rssexport.rbc.ru/rbcnews/news/30/full.rss,rss,5,,ru,ru
Vedomosti,https://www.vedomosti.ru/rss/news,rss,6,,ru,ru
Lenta.ru,https://lenta.ru/rss,rss,7,,ru,ru
Gazeta.ru,https://www.gazeta.ru/export/rss/lenta.xml,rss,8,,ru,ru
Izvestia,https://iz.ru/xml/rss/all.xml,rss,9,,ru,ru
Fontanka.ru,https://www.fontanka.ru/fontanka.rss,rss,10,,ru,ru
Forbes Russia via Google News,https://news.google.com/rss/search?q=site:forbes.ru&hl=ru&gl=RU&ceid=RU:ru,rss,11,,ru,ru
CNews,https://www.cnews.ru/inc/rss/news.xml,rss,12,,ru,ru
VC.ru via Google News,https://news.google.com/rss/search?q=site:vc.ru&hl=ru&gl=RU&ceid=RU:ru,rss,13,,ru,ru
Habr via Google News,https://news.google.com/rss/search?q=site:habr.com&hl=ru&gl=RU&ceid=RU:ru,rss,14,,ru,ru
3DNews via Google News,https://news.google.com/rss/search?q=site:3dnews.ru&hl=ru&gl=RU&ceid=RU:ru,rss,15,,ru,ru
Sports.ru via Google News,https://news.google.com/rss/search?q=site:sports.ru&hl=ru&gl=RU&ceid=RU:ru,rss,16,,ru,ru
Championat via Google News,https://news.google.com/rss/search?q=site:championat.com&hl=ru&gl=RU&ceid=RU:ru,rss,17,,ru,ru
Argumenty i Fakty,https://aif.ru/rss/all.php,rss,18,,ru,ru
Moskovskij Komsomolets,https://www.mk.ru/rss/news/index.xml,rss,19,,ru,ru
Meduza,https://meduza.io/rss/all,rss,20,,ru,ru
RIA Novosti,https://t.me/s/rian_ru,telegram_paid,1,,ru,ru
TASS,https://t.me/s/tass_agency,telegram_paid,2,,ru,ru
Kommersant,https://t.me/s/kommersant,telegram_paid,3,,ru,ru
RBC,https://t.me/s/rbc_news,telegram_paid,4,,ru,ru
Lenta.ru,https://t.me/s/lentachold,telegram_paid,5,,ru,ru
Gazeta.ru,https://t.me/s/gazetaru,telegram_paid,6,,ru,ru
Izvestia,https://t.me/s/izvestia,telegram_paid,7,,ru,ru
Mash,https://t.me/s/breakingmash,telegram_paid,8,,ru,ru
Baza,https://t.me/s/bazabazon,telegram_paid,9,,ru,ru
Readovka,https://t.me/s/readovkanews,telegram_paid,10,,ru,ru
SHOT,https://t.me/s/shot_shot,telegram_paid,11,,ru,ru
Meduza,https://t.me/s/meduzalive,telegram_paid,12,,ru,ru
BBC Russian,https://t.me/s/bbcrussian,telegram_paid,13,,ru,ru
Forbes Russia,https://t.me/s/forbesrussia,telegram_paid,14,,ru,ru
Vedomosti,https://t.me/s/vedomosti,telegram_paid,15,,ru,ru
Fontanka,https://t.me/s/fontankaspb,telegram_paid,16,,ru,ru
VC.ru,https://t.me/s/vcnews,telegram_paid,17,,ru,ru
Habr,https://t.me/s/habr_com,telegram_paid,18,,ru,ru
Ostorozhno Novosti,https://t.me/s/ostorozhno_novosti,telegram_paid,19,,ru,ru
Ateo Breaking,https://t.me/s/AteoBreaking,telegram_paid,20,,ru,ru
Tengrinews,https://tengrinews.kz/news.rss,rss,1,,kz,ru
Informburo.kz,https://informburo.kz/rss.xml,rss,2,,kz,ru
Zakon.kz,https://www.zakon.kz/rss.xml,rss,3,,kz,ru
Kazinform RU,https://www.inform.kz/rss/rus.xml,rss,4,,kz,ru
Nur.kz,https://www.nur.kz/rss/all.rss,rss,5,,kz,ru
Vlast.kz,https://vlast.kz/rss.xml,rss,6,,kz,ru
Orda.kz,https://orda.kz/feed/,rss,7,,kz,ru
Kursiv,https://kz.kursiv.media/feed/,rss,8,,kz,ru
Kapital.kz,https://kapital.kz/rss,rss,9,,kz,ru
Forbes Kazakhstan,https://forbes.kz/rss/,rss,10,,kz,ru
KazTAG via Google News,https://news.google.com/rss/search?q=site:kaztag.kz&hl=ru&gl=KZ&ceid=KZ:ru,rss,11,,kz,ru
Liter.kz,https://liter.kz/feed/,rss,12,,kz,ru
Sputnik Kazakhstan,https://ru.sputnik.kz/export/rss2/archive/index.xml,rss,13,,kz,ru
Azattyq,https://rus.azattyq.org/api/,rss,14,,kz,ru
Khabar24 via Google News,https://news.google.com/rss/search?q=site:24.kz&hl=ru&gl=KZ&ceid=KZ:ru,rss,15,,kz,ru
Baq.kz via Google News,https://news.google.com/rss/search?q=site:baq.kz&hl=ru&gl=KZ&ceid=KZ:ru,rss,16,,kz,ru
Inbusiness,https://inbusiness.kz/ru/rss,rss,17,,kz,ru
NewTimes,https://newtimes.kz/rss,rss,18,,kz,ru
Kazpravda.kz,https://kazpravda.kz/rss/,rss,19,,kz,ru
The Steppe via Google News,https://news.google.com/rss/search?q=site:the-steppe.com&hl=ru&gl=KZ&ceid=KZ:ru,rss,20,,kz,ru
Tengrinews,https://t.me/s/tengrinews,telegram_paid,1,,kz,ru
Informburo,https://t.me/s/informburo_kz,telegram_paid,2,,kz,ru
Kazinform,https://t.me/s/kazinform_news,telegram_paid,3,,kz,ru
Vlast.kz,https://t.me/s/vlastkz,telegram_paid,4,,kz,ru
Orda.kz,https://t.me/s/orda_kz,telegram_paid,5,,kz,ru
Sputnik Kazakhstan,https://t.me/s/sputnikKZ,telegram_paid,6,,kz,ru
Baq.kz,https://t.me/s/baq_kz,telegram_paid,7,,kz,ru
The Steppe,https://t.me/s/the_steppe,telegram_paid,8,,kz,ru
Atameken Business,https://t.me/s/atamekenbusiness,telegram_paid,9,,kz,ru
KTK,https://t.me/s/ktknews,telegram_paid,10,,kz,ru
Astanovka98,https://t.me/s/astanovka98,telegram_paid,11,,kz,ru
ZTB Qazaqstan,https://t.me/s/ztb_qaz,telegram_paid,12,,kz,ru
Qumash,https://t.me/s/qumash_kz,telegram_paid,13,,kz,ru
Ulysmedia,https://t.me/s/ulysmediatg,telegram_paid,14,,kz,ru
Elmedia,https://t.me/s/elmedia_kz,telegram_paid,15,,kz,ru
Aqorda,https://t.me/s/aqorda_resmi,telegram_paid,16,,kz,ru
MVD Kazakhstan,https://t.me/s/POLICE_of_KZ,telegram_paid,17,,kz,ru
TJD Kazakhstan,https://t.me/s/qr_tjm,telegram_paid,18,,kz,ru
Tengri Astana,https://t.me/s/tengriastana,telegram_paid,19,,kz,ru
Tengri Almaty,https://t.me/s/tengrialmaty,telegram_paid,20,,kz,ru
Zakon.kz,https://t.me/s/zakonkz,telegram_paid,21,,kz,ru
Qaz365,https://t.me/s/qaz365kz,telegram_paid,22,,kz,ru
Dauletten News,https://t.me/s/dauletten_news,telegram_paid,23,,kz,ru
NeHabar,https://t.me/s/nehabar,telegram_paid,24,,kz,ru
NUR.KZ News,https://t.me/s/newsnurkz,telegram_paid,25,,kz,ru
Anti-Corruption Fund KZ,https://t.me/s/fund_anticorr,telegram_paid,26,,kz,ru
Za nami viehali,https://t.me/s/Zanamiviehali,telegram_paid,27,,kz,ru
Jogargy Sot,https://t.me/s/Jogargy_sot,telegram_paid,28,,kz,ru
Almaty Today,https://t.me/s/almatytoday,telegram_paid,29,,kz,ru
Media Tulpar,https://t.me/s/mediatulpar,telegram_paid,30,,kz,ru
Base KZ,https://t.me/s/basekz,telegram_paid,31,,kz,ru
Atasotandas,https://t.me/s/atasotandas,telegram_paid,32,,kz,ru
Kazakh Inform,https://t.me/s/kazakh_inform,telegram_paid,33,,kz,ru
EgovKzBot2,https://t.me/s/EgovKzBot2_01,telegram_paid,34,,kz,ru
Qazaqstan TV,https://t.me/s/qazaqstantv,telegram_paid,35,,kz,ru
KazTAG,https://t.me/s/kaztag_tg,telegram_paid,36,,kz,ru
TV7 Kazakhstan,https://t.me/s/tv7_kaz,telegram_paid,37,,kz,ru
Zhest KZ,https://t.me/s/zhest_kz_official,telegram_paid,38,,kz,ru
Watakato,https://t.me/s/watakato,telegram_paid,39,,kz,ru
Khabar TV,https://t.me/s/khabartv_kz,telegram_paid,40,,kz,ru
Tipavlo,https://t.me/s/tipavlo,telegram_paid,41,,kz,ru
Elinfo KZ,https://t.me/s/elinfo_kz,telegram_paid,42,,kz,ru
Central Media 24 KZ,https://t.me/s/CentralMedia24kz,telegram_paid,43,,kz,ru
Altyn Adam Esyk,https://t.me/s/AltynAdamEsyk,telegram_paid,44,,kz,ru
Shishkin Like,https://t.me/s/shishkin_like,telegram_paid,45,,kz,ru
Halyqstan,https://t.me/s/halyqstan,telegram_paid,46,,kz,ru
CMN KZ,https://t.me/s/CMN_KZ,telegram_paid,47,,kz,ru
Gazeta.uz via Google News,https://news.google.com/rss/search?q=site:gazeta.uz&hl=ru&gl=UZ&ceid=UZ:ru,rss,1,,uz,ru
Kun.uz RU,https://kun.uz/ru/news/rss,rss,2,,uz,ru
Daryo via Google News,https://news.google.com/rss/search?q=site:daryo.uz&hl=ru&gl=UZ&ceid=UZ:ru,rss,3,,uz,ru
Podrobno.uz,https://podrobno.uz/rss/,rss,4,,uz,ru
Spot.uz RU,https://www.spot.uz/ru/rss/,rss,5,,uz,ru
UzDaily via Google News,https://news.google.com/rss/search?q=site:uzdaily.uz&hl=ru&gl=UZ&ceid=UZ:ru,rss,6,,uz,ru
Nuz.uz via Google News,https://news.google.com/rss/search?q=site:nuz.uz&hl=ru&gl=UZ&ceid=UZ:ru,rss,7,,uz,ru
Anhor.uz,https://anhor.uz/feed/,rss,8,,uz,ru
Nova24,https://nova24.uz/feed/,rss,9,,uz,ru
Upl.uz,https://upl.uz/rss.xml,rss,10,,uz,ru
Sputnik Uzbekistan,https://uz.sputniknews.ru/export/rss2/archive/index.xml,rss,11,,uz,ru
Review.uz,https://review.uz/ru/rss,rss,12,,uz,ru
UzReport via Google News,https://news.google.com/rss/search?q=site:uzreport.news&hl=ru&gl=UZ&ceid=UZ:ru,rss,13,,uz,ru
Yuz.uz via Google News,https://news.google.com/rss/search?q=site:yuz.uz&hl=ru&gl=UZ&ceid=UZ:ru,rss,14,,uz,ru
Xabar.uz via Google News,https://news.google.com/rss/search?q=site:xabar.uz&hl=ru&gl=UZ&ceid=UZ:ru,rss,15,,uz,ru
Repost.uz via Google News,https://news.google.com/rss/search?q=site:repost.uz&hl=ru&gl=UZ&ceid=UZ:ru,rss,16,,uz,ru
Fergana via Google News,https://news.google.com/rss/search?q=site:fergana.agency&hl=ru&gl=UZ&ceid=UZ:ru,rss,17,,uz,ru
Qalampir via Google News,https://news.google.com/rss/search?q=site:qalampir.uz&hl=ru&gl=UZ&ceid=UZ:ru,rss,18,,uz,ru
Zamin via Google News,https://news.google.com/rss/search?q=site:zamin.uz&hl=ru&gl=UZ&ceid=UZ:ru,rss,19,,uz,ru
Central Asia News,https://centralasia.media/rss,rss,20,,uz,ru
Gazeta.uz,https://t.me/s/gazetauz,telegram_paid,1,,uz,ru
Kun.uz,https://t.me/s/kunuzofficial,telegram_paid,2,,uz,ru
Daryo,https://t.me/s/daryo,telegram_paid,3,,uz,ru
Anhor.uz,https://t.me/s/anhoruz,telegram_paid,4,,uz,ru
Nova24,https://t.me/s/nova24uz,telegram_paid,5,,uz,ru
Sputnik Uzbekistan,https://t.me/s/sputnikuzbekistan,telegram_paid,6,,uz,ru
Review.uz,https://t.me/s/reviewuz,telegram_paid,7,,uz,ru
UzReport,https://t.me/s/uzreport,telegram_paid,8,,uz,ru
Repost.uz,https://t.me/s/repostuz,telegram_paid,9,,uz,ru
Fergana,https://t.me/s/fergananews,telegram_paid,10,,uz,ru
Qalampir,https://t.me/s/qalampir,telegram_paid,11,,uz,ru
Zamin,https://t.me/s/zaminuz,telegram_paid,12,,uz,ru
UzNews,https://t.me/s/uznews,telegram_paid,13,,uz,ru
Afisha.uz,https://t.me/s/afishauz,telegram_paid,14,,uz,ru
Kursiv Uzbekistan,https://t.me/s/kursivuz,telegram_paid,15,,uz,ru
UZA,https://t.me/s/uza_uz,telegram_paid,16,,uz,ru
Press Secretary UZ,https://t.me/s/pressuzb,telegram_paid,17,,uz,ru
MFA Uzbekistan,https://t.me/s/uzbekmfa,telegram_paid,18,,uz,ru
MVD Uzbekistan,https://t.me/s/iivuz,telegram_paid,19,,uz,ru
Potrebitel.uz,https://t.me/s/potrebitel_uz,telegram_paid,20,,uz,ru
Il Giornale,https://www.ilgiornale.it/feed.xml,rss,21,,it,
Avvenire,https://www.avvenire.it/RSS/HomePage.xml,rss,22,,it,
AGI,https://www.agi.it/rss,rss,23,,it,
La Gazzetta dello Sport,https://www.gazzetta.it/rss/home.xml,rss,24,,it,
Corriere dello Sport,https://www.corrieredellosport.it/rss/home.xml,rss,25,,it,
Tuttosport,https://www.tuttosport.com/rss/home.xml,rss,26,,it,
OKDiario,https://okdiario.com/feed,rss,21,,es,
EFE,https://efe.com/feed/,rss,22,,es,
Diario AS,https://as.com/rss/tags/ultimas_noticias.xml,rss,23,,es,
Marca,https://e00-marca.uecdn.es/rss/portada.xml,rss,24,,es,
BELTA (eng),https://eng.belta.by/rss,rss,21,,by,
Zviazda,https://zviazda.by/be/rss.xml,rss,22,,by,
BelaPAN (Belnovosti),https://belnovosti.by/rss,rss,23,,by,
Neg.by,https://neg.by/rss,rss,24,,by,
UDF.BY,https://udf.name/rss.xml,rss,25,,by,
Minsk Herald,https://minskherald.com/feed,rss,26,,by,
AFN,https://afn.by/news/rss,rss,27,,by,
Vecherniy Brest,https://vb.by/feed,rss,28,,by,
Vecherniy Grodno,https://vgr.by/feed,rss,29,,by,
Tagesspiegel,https://www.tagesspiegel.de/contentexport/feed/home,rss,21,,de,
Bild,https://www.bild.de/rssfeeds/vw-home/vw-home-16725492.bild.xml,rss,22,,de,
Rheinische Post,https://rp-online.de/feed.rss,rss,23,,de,
Manager Magazin,https://www.manager-magazin.de/contentexport/feed/schlagzeilen,rss,24,,de,
PAP,https://pap-mediaroom.pl/rss,rss,1,,pl,
Gazeta Wyborcza,https://wyborcza.pl/pub/rss/najnowsze.xml,rss,2,,pl,
Rzeczpospolita,https://www.rp.pl/rss_main,rss,3,,pl,
Onet,https://wiadomosci.onet.pl/.feed,rss,4,,pl,
Interia,https://wydarzenia.interia.pl/feed,rss,5,,pl,
WP,https://wiadomosci.wp.pl/rss.xml,rss,6,,pl,
TVN24,https://tvn24.pl/najnowsze.xml,rss,7,,pl,
TVP Info,https://www.tvp.info/rss,rss,8,,pl,
Polsat News,https://www.polsatnews.pl/rss/wszystkie.xml,rss,9,,pl,
RMF24,https://www.rmf24.pl/fakty/feed,rss,10,,pl,
Wprost,https://www.wprost.pl/rss.xml,rss,11,,pl,
Newsweek Polska,https://www.newsweek.pl/rss,rss,12,,pl,
Do Rzeczy,https://dorzeczy.pl/feed,rss,13,,pl,
Wirtualne Media,https://www.wirtualnemedia.pl/rss/wm.xml,rss,14,,pl,
Forsal.pl,https://forsal.pl/rss,rss,15,,pl,
300Gospodarka,https://300gospodarka.pl/feed,rss,16,,pl,
Spider's Web,https://spidersweb.pl/feed,rss,17,,pl,
Komputer Świat,https://www.komputerswiat.pl/rss.xml,rss,18,,pl,
Benchmark.pl,https://www.benchmark.pl/rss/aktualnosci.xml,rss,19,,pl,
CyberDefence24,https://cyberdefence24.pl/rss.xml,rss,20,,pl,
Energetyka24,https://energetyka24.com/rss.xml,rss,21,,pl,
Space24,https://space24.pl/rss.xml,rss,22,,pl,
Dziennik.pl,https://wiadomosci.dziennik.pl/rss.xml,rss,23,,pl,
Salon24,https://www.salon24.pl/rss,rss,24,,pl,
Krytyka Polityczna,https://krytykapolityczna.pl/feed/,rss,25,,pl,
OKO.press,https://oko.press/feed,rss,26,,pl,
Polityka,https://www.polityka.pl/rss,rss,27,,pl,
Głos Wielkopolski,https://gloswielkopolski.pl/rss,rss,28,,pl,
Dziennik Bałtycki,https://dziennikbaltycki.pl/rss,rss,29,,pl,
Dziennik Zachodni,https://dziennikzachodni.pl/rss,rss,30,,pl,
Gazeta Krakowska,https://gazetakrakowska.pl/rss,rss,31,,pl,
Gazeta Wrocławska,https://gazetawroclawska.pl/rss,rss,32,,pl,
LSM,https://www.lsm.lv/rss/,rss,1,,lv,
Delfi Latvia,https://www.delfi.lv/rss/,rss,2,,lv,
TVNET,https://tvnet.lv/rss,rss,3,,lv,
Apollo.lv,https://apollo.lv/rss,rss,4,,lv,
Jauns.lv,https://jauns.lv/rss,rss,5,,lv,
LRT,https://www.lrt.lt/rss,rss,1,,lt,
DELFI Lietuva,https://www.delfi.lt/rss,rss,2,,lt,
15min,https://www.15min.lt/rss,rss,3,,lt,
Lrytas,https://www.lrytas.lt/rss,rss,4,,lt,
Verslo žinios,https://www.vz.lt/rss,rss,5,,lt,
ERR,https://news.err.ee/rss,rss,1,,ee,
Postimees,https://www.postimees.ee/rss,rss,2,,ee,
Delfi Estonia,https://www.delfi.ee/rss,rss,3,,ee,
Õhtuleht,https://www.ohtuleht.ee/rss,rss,4,,ee,
Äripäev,https://www.aripaev.ee/rss,rss,5,,ee,
Geenius,https://geenius.ee/feed/,rss,6,,ee,
Komsomolskaya Pravda,https://www.kp.ru/rss/allsections.xml,rss,21,,ru,
RT Russian,https://russian.rt.com/rss,rss,22,,ru,
Vesti.ru,https://www.vesti.ru/vesti.rss,rss,23,,ru,
Moscow 24,https://www.m24.ru/rss.xml,rss,24,,ru,
Pravda.ru,https://www.pravda.ru/news/export.xml,rss,25,,ru,
Utro.ru,https://utro.ru/rss.xml,rss,26,,ru,
Nezavisimaya Gazeta,https://www.ng.ru/rss/,rss,27,,ru,
Novye Izvestia,https://newizv.ru/rss,rss,28,,ru,
Novaya Gazeta Europe,https://novayagazeta.eu/feed/rss,rss,29,,ru,
The Moscow Times,https://www.themoscowtimes.com/rss/news,rss,30,,ru,
The Bell,https://thebell.io/feed,rss,31,,ru,
BBC Russian,https://feeds.bbci.co.uk/russian/rss.xml,rss,32,,ru,
Radio Svoboda,https://www.svoboda.org/api/zrqiteuuir,rss,33,,ru,
Deutsche Welle Russian,https://rss.dw.com/xml/rss-ru-all,rss,34,,ru,
Kazinform / Qazinform,https://qazinform.com/rss,rss,21,,kz,
Kazakhstan Today,https://www.kt.kz/rss/,rss,22,,kz,
The Astana Times,https://astanatimes.com/feed/,rss,23,,kz,
Interfax-Kazakhstan,https://www.interfax.kz/rss,rss,24,,kz,
Caravan.kz,https://www.caravan.kz/rss.xml,rss,25,,kz,
